,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
964,Barrio Canadá,-33.502098083496094,-70.62123107910156,rápido y sabroso,-33.49835427291671,-70.62276277624034,Sandwich Place
965,Barrio Canadá,-33.502098083496094,-70.62123107910156,Almacén Kelos,-33.50048587943662,-70.61624489461974,Convenience Store
966,Barrio Traslaviña,-33.47780227661133,-70.6605453491211,Bar Victoria,-33.47872703568316,-70.66153731463135,Bar
967,Barrio Traslaviña,-33.47780227661133,-70.6605453491211,Paradero PH101,-33.47890788962917,-70.658394649205,Bus Station
968,Barrio Traslaviña,-33.47780227661133,-70.6605453491211,Cancha de la Balma,-33.4809203800167,-70.66146163304599,Basketball Stadium
969,Barrio Traslaviña,-33.47780227661133,-70.6605453491211,Gimnasio de Entrenamiento Deportivo Gendarmeria De Chile,-33.47668677415065,-70.65680306279215,Gym / Fitness Center
970,Barrio Traslaviña,-33.47780227661133,-70.6605453491211,Metro Presidente Pedro Aguirre Cerda,-33.47844504549641,-70.66505768716227,Metro Station
971,Barrio Atacama,-33.50757598876953,-70.66263580322266,Panadería y Pastelería Croccante,-33.50645166092796,-70.65994016853936,Bakery
972,Barrio Atacama,-33.50757598876953,-70.66263580322266,Picara Pajara,-33.510574108263725,-70.6600265572927,Pizza Place
973,Barrio Atacama,-33.50757598876953,-70.66263580322266,Takechi Sushi,-33.505925577635765,-70.65825614798733,Sushi Restaurant
974,Barrio Atacama,-33.50757598876953,-70.66263580322266,Plaza Atacama,-33.508009496080405,-70.66094466175679,Park
975,Barrio Atacama,-33.50757598876953,-70.66263580322266,La Octava,-33.510249745918806,-70.66175251997649,Liquor Store
976,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Medular,-33.40455383496406,-70.67255763582102,Furniture / Home Store
977,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Donde Carlitos,-33.40676509957304,-70.66832837219921,BBQ Joint
978,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Unagi Sushi,-33.40553342116119,-70.66879249053027,Sushi Restaurant
979,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Parrilladas Argentina,-33.40723958504058,-70.66894716149764,Steakhouse
980,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,El Pollo Caballo,-33.40730030102638,-70.66759571240604,Fried Chicken Joint
981,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Outlet Store by Jure,-33.407975743562574,-70.66749679617276,Department Store
982,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,The Rojas Sandwich,-33.40565196,-70.66878567,Sandwich Place
983,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,AIR802,-33.406010787156255,-70.66830077272441,Electronics Store
984,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Plaza Mirador Viejo,-33.408901284262264,-70.67550096691224,Plaza
985,Barrio Villa Moderna,-33.406822204589844,-70.67223358154297,Saint Leger,-33.40545312356528,-70.66714376283156,Restaurant
986,Barrio San Miguel,-33.49079895019531,-70.64545440673828,Fusion Sushi,-33.489014,-70.64835,Sushi Restaurant
987,Barrio San Miguel,-33.49079895019531,-70.64545440673828,Fortaleza De Paramonga,-33.49129136616723,-70.64474982063655,Peruvian Restaurant
988,Barrio San Miguel,-33.49079895019531,-70.64545440673828,Guante,-33.49208230841408,-70.64224619399053,Shoe Store
989,Barrio San Miguel,-33.49079895019531,-70.64545440673828,la otra maison,-33.491571757250384,-70.64990225528695,Restaurant
990,Barrio Chuchunco,-33.46428680419922,-70.68444061279297,Museo Del Automovil,-33.46517415923434,-70.68108870502985,Museum
991,Barrio Chuchunco,-33.46428680419922,-70.68444061279297,CALS,-33.465599667913956,-70.6813433681192,Pharmacy
992,Barrio Chuchunco,-33.46428680419922,-70.68444061279297,Museo Jedimar,-33.46491061079999,-70.68078821569733,Museum
993,Barrio Chuchunco,-33.46428680419922,-70.68444061279297,Almacen Rossy,-33.46151,-70.686716,Deli / Bodega
994,Barrio Chuchunco,-33.46428680419922,-70.68444061279297,Casino Administrativos Tur Bus,-33.4618422263357,-70.68113757591493,Buffet
995,Barrio Jardín de Lo Prado,-33.440643310546875,-70.72911071777344,Ok Club Pub,-33.444342663303296,-70.72738409042358,Nightclub
996,Barrio Jardín de Lo Prado,-33.440643310546875,-70.72911071777344,"Panadería ""Los Copihues""",-33.43942018888501,-70.73092238152226,Bakery
997,Barrio Jardín de Lo Prado,-33.440643310546875,-70.72911071777344,Espacio 2.0 Express,-33.44298435295909,-70.72674654481804,Sandwich Place
998,Barrio Jardín de Lo Prado,-33.440643310546875,-70.72911071777344,EntreDiablos Discotheque,-33.444215,-70.728908,Nightclub
999,Barrio Jardín de Lo Prado,-33.440643310546875,-70.72911071777344,Parada Las Violetas J02/J18,-33.43716256355665,-70.72739481925964,Bus Station
1000,Barrio Jardín de Lo Prado,-33.440643310546875,-70.72911071777344,Supermercado Mayorista 10,-33.444625226825075,-70.73056810474972,Grocery Store
1001,Barrio Los Arcos,-33.52476119995117,-70.65397644042969,Botilleria Los Arcos,-33.52491007963672,-70.65386384199367,Liquor Store
1002,Barrio Los Arcos,-33.52476119995117,-70.65397644042969,Moros Gourmet,-33.52698429299837,-70.6579183355728,Middle Eastern Restaurant
1003,Barrio Los Arcos,-33.52476119995117,-70.65397644042969,El Señor De Los Bajones,-33.52408451146636,-70.6570805903939,Burger Joint
1004,Barrio Los Arcos,-33.52476119995117,-70.65397644042969,Sushi Misuki,-33.52691409562243,-70.65849339709435,Sushi Restaurant
1005,Barrio Blanqueado,-33.440269470214844,-70.71437072753906,Centro Cultural Lo Prado,-33.44195038788555,-70.71814463836297,Performing Arts Venue
1006,Barrio Blanqueado,-33.440269470214844,-70.71437072753906,Cancha Lo Prado,-33.4401269082088,-70.7176629552381,Soccer Field
1007,Barrio Blanqueado,-33.440269470214844,-70.71437072753906,Estadio Santa Anita,-33.439801440006086,-70.71770941905862,Soccer Field
1008,Barrio Blanqueado,-33.440269470214844,-70.71437072753906,Minimarket Los Quezada,-33.44244095,-70.71006453,Grocery Store
1009,Barrio Nueva España,-33.529510498046875,-70.67095947265625,Kranos,-33.52808181945693,-70.67222002815132,Sports Club
1010,Barrio Nueva España,-33.529510498046875,-70.67095947265625,Recorrido G12 Transantiago,-33.52982716204718,-70.66746775322046,Moving Target
1011,Barrio Nueva España,-33.529510498046875,-70.67095947265625,"Plaza del Bombero, Paradero 24 Gran Avda., La Cisterna",-33.53264861436979,-70.6721305847168,Historic Site
1012,Barrio Nueva España,-33.529510498046875,-70.67095947265625,Juegos Infantiles Plaza Bomberos,-33.53309319557151,-70.6726257540286,Playground
1013,Barrio Nueva España,-33.529510498046875,-70.67095947265625,El Brasilero,-33.528908,-70.666222,Food & Drink Shop
1014,Barrio La Granja,-33.543487548828125,-70.62541198730469,Recorrido 211e Transantiago,-33.54272050762095,-70.62645736589945,Moving Target
1015,Barrio La Granja,-33.543487548828125,-70.62541198730469,Parada PE360 - Joaquín Edwards Bello Esq. Manuel Rodríguez,-33.54469384827771,-70.62412791874354,Bus Station
1016,Barrio La Granja,-33.543487548828125,-70.62541198730469,Autopista Vespucio Sur,-33.54182390041522,-70.6204605102539,Road
1017,Barrio Perez Mascayano,-33.4334602355957,-70.7258071899414,Feria Libre Loyola,-33.43647255021986,-70.72362771065877,Farmers Market
1018,Barrio Perez Mascayano,-33.4334602355957,-70.7258071899414,Parada Las Violetas J02/J18,-33.43716256355665,-70.72739481925964,Bus Station
1019,Barrio Perez Mascayano,-33.4334602355957,-70.7258071899414,Alvi,-33.429573814858415,-70.72672886869833,Grocery Store
1020,Barrio Perez Mascayano,-33.4334602355957,-70.7258071899414,Paradero J13,-33.4344,-70.7209,Bus Stop
1021,Barrio Perez Mascayano,-33.4334602355957,-70.7258071899414,Pollos asados Santa Rosa,-33.434271170335975,-70.73088172682428,Wings Joint
1022,Barrio San Ramón,-33.53512191772461,-70.64604949951172,Estadio de San Ramón,-33.53244230331758,-70.64323370488005,Soccer Stadium
1023,Barrio San Ramón,-33.53512191772461,-70.64604949951172,Plaza Ecuador,-33.53708642095556,-70.64430253793577,Plaza
1024,Barrio San Ramón,-33.53512191772461,-70.64604949951172,Ekono,-33.53547340483171,-70.64929813951211,Grocery Store
1025,Barrio San Ramón,-33.53512191772461,-70.64604949951172,Completos El Leo,-33.53250808226176,-70.64419797828403,Burger Joint
1026,Barrio San Ramón,-33.53512191772461,-70.64604949951172,Comercial Santos,-33.53887294752904,-70.64455231923502,Department Store
1027,Barrio San Ramón,-33.53512191772461,-70.64604949951172,Telepizza,-33.538459346193555,-70.64459879016023,Pizza Place
1028,Barrio Fraternal Ferroviaria,-33.50069808959961,-70.68751525878906,Feria Libre Cooperación,-33.50309621834212,-70.68427910418774,Farmers Market
1029,Barrio Fraternal Ferroviaria,-33.50069808959961,-70.68751525878906,Sandwicheria El sabor de Toñito,-33.504191801929565,-70.69083045250784,Restaurant
1030,Barrio Fraternal Ferroviaria,-33.50069808959961,-70.68751525878906,Parada PH87,-33.5006860630462,-70.68945589230961,Bus Station
1031,Barrio Fraternal Ferroviaria,-33.50069808959961,-70.68751525878906,Mc Nelson,-33.49815033146192,-70.68802391493945,Food Truck
1032,Barrio Fraternal Ferroviaria,-33.50069808959961,-70.68751525878906,Almacen Cojo Arturo,-33.49724767556269,-70.68861636538419,Grocery Store
1033,Barrio Fraternal Ferroviaria,-33.50069808959961,-70.68751525878906,Parada PH86,-33.50366871515075,-70.69068993613989,Bus Station
1034,Barrio Washington,-33.43293380737305,-70.73570251464844,Nueva China Restaurant,-33.429887791037835,-70.73639331006187,Asian Restaurant
1035,Barrio Washington,-33.43293380737305,-70.73570251464844,Plaza Roosebelt,-33.433133481572575,-70.73809497646758,Plaza
1036,Barrio Washington,-33.43293380737305,-70.73570251464844,El perverso,-33.43711173415315,-70.73573703432963,Food Truck
1037,Barrio Washington,-33.43293380737305,-70.73570251464844,Pollos asados Santa Rosa,-33.434271170335975,-70.73088172682428,Wings Joint
1038,Barrio Ciudad del Este,-33.564083099365234,-70.54703521728516,Mazushi,-33.56202433800598,-70.55037579706197,Sushi Restaurant
1039,Barrio Ciudad del Este,-33.564083099365234,-70.54703521728516,Camino El Acueducto con Parque Central,-33.56343202946508,-70.546000872271,Playground
1040,Barrio Ciudad del Este,-33.564083099365234,-70.54703521728516,Sala De Proyecciones,-33.56427650313778,-70.54534433980172,Movie Theater
1041,Barrio Ciudad del Este,-33.564083099365234,-70.54703521728516,CDE Longboard,-33.561884408862326,-70.54376982042618,Skate Park
1042,Barrio Territorio Antártico,-33.44833755493164,-70.71821594238281,Feria Libre Santa Marta,-33.45025972980594,-70.71543268646008,Farmers Market
1043,Barrio Territorio Antártico,-33.44833755493164,-70.71821594238281,Juguetina Neptuno,-33.44839821049881,-70.72248936006652,Garden Center
1044,Barrio Territorio Antártico,-33.44833755493164,-70.71821594238281,Zara Plaza Oeste,-33.4519414070738,-70.718522535175,Clothing Store
1045,Barrio Territorio Antártico,-33.44833755493164,-70.71821594238281,Feria Libre,-33.447558541356926,-70.72248936006652,Farmers Market
1046,Barrio Territorio Antártico,-33.44833755493164,-70.71821594238281,panaderia santa marta,-33.44590811462125,-70.71488673363962,Bakery
1047,Barrio Las Golondrinas,-33.488033294677734,-70.73826599121094,Mei Xiang,-33.487470392712105,-70.74223085908119,Chinese Restaurant
1048,Barrio Las Golondrinas,-33.488033294677734,-70.73826599121094,Líder Express Isabel Riquelme,-33.484983313476484,-70.73905767538886,Market
1049,Barrio Las Golondrinas,-33.488033294677734,-70.73826599121094,Paradero PI582,-33.48771336897368,-70.73745285947214,Bus Station
1050,Barrio Las Golondrinas,-33.488033294677734,-70.73826599121094,"Dicarco, Las Golondrinas",-33.490606061675415,-70.73710185450693,Food
1051,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Si Vas Para El Valle,-33.382991790771484,-70.72258758544922,Diner
1052,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Valle Lo Campino,-33.382818648566726,-70.72551527570928,Neighborhood
1053,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Veterinaria Mister Vet Valle Lo Campino,-33.383563992578,-70.72597409806642,Pet Store
1054,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Plaza Piedrabuena,-33.3858899934862,-70.72609025555397,Plaza
1055,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Futoi Sushi,-33.38290667789034,-70.71986417369423,Sushi Restaurant
1056,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Farmacias Ahumada,-33.38496306095139,-70.72820431679274,Pharmacy
1057,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Inpanis Empanadas,-33.384912664865844,-70.72821593249327,Restaurant
1058,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Frutas y Verduras Chino Juan,-33.380399182404865,-70.72407960891724,Farmers Market
1059,Barrio Valle Lo Campino,-33.38471603393555,-70.72322082519531,Paradero PB1684,-33.38036554476282,-70.7238438163821,Bus Station
1060,Barrio Venecia,-33.54648971557617,-70.66162109375,gozatango,-33.5429804721071,-70.6630482667302,Lounge
1061,Barrio Lo Ortuzar,-33.46937942504883,-70.74127960205078,Condominio Pajaritos del Parque,-33.46978234844313,-70.73674758241884,Residential Building (Apartment / Condo)
1062,Barrio Lo Ortuzar,-33.46937942504883,-70.74127960205078,El Descanso•••,-33.46909945795674,-70.74180029002784,Bus Station
1063,Barrio Lo Ortuzar,-33.46937942504883,-70.74127960205078,Botillería La Coyote,-33.47242283205714,-70.74120790645279,Liquor Store
1064,Barrio Lo Ortuzar,-33.46937942504883,-70.74127960205078,gente famosa,-33.47251437163626,-70.74126598330717,Asian Restaurant
1065,Barrio Granja Antigua,-33.58580017089844,-70.57479858398438,Plaza Nuestra Señora de Montserrat,-33.58496685694909,-70.57421831068095,Plaza
1066,Barrio Granja Antigua,-33.58580017089844,-70.57479858398438,Ekono,-33.58513041491558,-70.57835639042635,Grocery Store
1067,Barrio Granja Antigua,-33.58580017089844,-70.57479858398438,Amasandería Tata Lucho,-33.58600712924967,-70.57868797954029,Bakery
1068,Barrio Granja Antigua,-33.58580017089844,-70.57479858398438,El Chayavientos,-33.58249730880847,-70.57161078437359,Grocery Store
1069,Barrio Granja Antigua,-33.58580017089844,-70.57479858398438,Parada - Maestro Palomo esq. Chayavientos (PF158),-33.582498894095636,-70.57127963001612,Bus Station
1070,Barrio Lo Espina,-33.55756759643555,-70.67367553710938,Farmacias Cruz Verde,-33.554301818243395,-70.67221915687671,Pharmacy
1071,Barrio Lo Espina,-33.55756759643555,-70.67367553710938,Open Plaza El Bosque,-33.55375324379306,-70.67590756128223,Shopping Mall
1072,Barrio Lo Espina,-33.55756759643555,-70.67367553710938,Plaza Los Treboles,-33.558729255694644,-70.673584160238,Park
1073,Barrio Lo Espina,-33.55756759643555,-70.67367553710938,Ekono,-33.56043622847254,-70.67034175229013,Shop & Service
1074,Barrio Lo Espina,-33.55756759643555,-70.67367553710938,Observatorio con Los Morros,-33.560465384553005,-70.67015712316288,Lighthouse
1075,Barrio Zaror,-33.5091552734375,-70.72760009765625,Mayorista10,-33.508021347237275,-70.72582870042815,Supermarket
1076,Barrio Zaror,-33.5091552734375,-70.72760009765625,Gimnasio Cerrillos LPR,-33.50503168336658,-70.72881994822485,Gym
1077,Barrio Zaror,-33.5091552734375,-70.72760009765625,Don Keno,-33.5085441808561,-70.72886641094117,Fast Food Restaurant
1078,Barrio Zaror,-33.5091552734375,-70.72760009765625,Plaza Zaror,-33.51098769899007,-70.7254281574895,Park
1079,Barrio Zaror,-33.5091552734375,-70.72760009765625,Parada 1 - Liceo Maipú (PI116),-33.511612302307825,-70.72640388062663,Bus Stop
1080,Barrio Zaror,-33.5091552734375,-70.72760009765625,Falabella Pza Oeste,-33.51121578303955,-70.73041710145368,Department Store
1081,Barrio Zaror,-33.5091552734375,-70.72760009765625,Discount House,-33.51318524428581,-70.72820431679848,Clothing Store
1082,Barrio Los Carolinos,-33.57193374633789,-70.68059539794922,Botilleria El Tito,-33.568789666519,-70.68217277526855,Liquor Store
1083,Barrio Los Carolinos,-33.57193374633789,-70.68059539794922,Feria Los Carolinos,-33.56976627733303,-70.68133193279152,Flea Market
1084,Barrio Los Carolinos,-33.57193374633789,-70.68059539794922,Paradero PG870,-33.57118812783467,-70.67831226950138,Bus Station
1085,Barrio Los Sauces,-33.56360626220703,-70.66417694091797,Feria El Sauce,-33.56343035816751,-70.66800214326182,Flea Market
1086,Barrio Los Sauces,-33.56360626220703,-70.66417694091797,Master's Gym,-33.56154836118905,-70.66090822219849,Gym
1087,Barrio Los Sauces,-33.56360626220703,-70.66417694091797,El Bajón del Pelao,-33.561736786955315,-70.66074716696075,Food Truck
1088,Barrio Los Sauces,-33.56360626220703,-70.66417694091797,Distribuidora El Barrilito,-33.56245778188396,-70.65946344881631,Liquor Store
1089,Barrio Arnet,-33.595279693603516,-70.693359375,Feria Libre Estación,-33.597081573209486,-70.69414586732935,Flea Market
1090,Barrio Arnet,-33.595279693603516,-70.693359375,Anfiteatro municipal de San Bernardo,-33.594808652898564,-70.69195747375488,Concert Hall
1091,Barrio Arnet,-33.595279693603516,-70.693359375,Vegamercado,-33.59415247090615,-70.69465118625628,Grocery Store
1092,Barrio Arnet,-33.595279693603516,-70.693359375,Estadio San Bernardo,-33.594651730224854,-70.69215362770782,Soccer Field
1093,Barrio Arnet,-33.595279693603516,-70.693359375,Patio San José - Subus,-33.598480192737064,-70.69419320468523,Bus Station
1094,Barrio Arnet,-33.595279693603516,-70.693359375,Cafetería Hospital parroquial,-33.59228915455874,-70.69664922364744,Breakfast Spot
1095,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Weedstore & Trebol Tattoo,-33.59396382356666,-70.70515240495943,Hobby Shop
1096,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Rosita Rios,-33.591197835726526,-70.70626247679739,Peruvian Restaurant
1097,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Acuatic Sport,-33.591902612005,-70.70825324484592,Gym
1098,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,He Yi,-33.59186335375155,-70.70277959065271,Chinese Restaurant
1099,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Don Quijote,-33.59120977826392,-70.70625885277005,South American Restaurant
1100,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Espacio Sushi,-33.594463856922786,-70.70742073900453,Sushi Restaurant
1101,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Parapelos Pub,-33.59625439474567,-70.70608794886218,Pub
1102,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Parque García de la Huerta,-33.59190653445373,-70.70995570558833,Park
1103,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Restaurant Marisquería Marcoa,-33.59480488027854,-70.70129399123842,Seafood Restaurant
1104,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Blue Restobar,-33.59638286913366,-70.70565845678492,Bar
1105,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Espacio Sushi Bar,-33.59385218666505,-70.70777238373825,Sushi Restaurant
1106,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Parrilladas Rincon Colonial,-33.59441425033885,-70.70220637112264,BBQ Joint
1107,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Corbata,-33.59622388170144,-70.70617123708888,Sandwich Place
1108,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Rincon Colonial,-33.59440442998285,-70.70225317027051,Seafood Restaurant
1109,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Instituto Oftalmológico Ioares,-33.59084073561124,-70.70089186552819,Optical Shop
1110,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Cine Hoyts San Bernardo,-33.5954078405534,-70.70680211894498,Movie Theater
1111,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Farmacias Cruz Verde,-33.592769974872624,-70.70536047268743,Pharmacy
1112,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Farmacias Cruz Verde,-33.59150345384713,-70.70429860880981,Pharmacy
1113,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Juan Maestro,-33.5954038762319,-70.706578953837,Sandwich Place
1114,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,China Imperial,-33.59327958726597,-70.70367819319137,Chinese Restaurant
1115,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Telepizza San Bernardo,-33.59260471323091,-70.70252712209093,Pizza Place
1116,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Farmacias Cruz Verde,-33.596212271276954,-70.70647084904827,Pharmacy
1117,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Kentucky Fried Chicken,-33.59535528182465,-70.70644180846917,Fast Food Restaurant
1118,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Plaza Colón,-33.58921319249454,-70.70689484130024,Plaza
1119,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Shop Dog,-33.59420929094235,-70.705849380266,Fast Food Restaurant
1120,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,centro de san bernardo,-33.59424843904829,-70.70591907774019,Shopping Mall
1121,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,La Polar San Bernardo,-33.59354055582749,-70.70527587457178,Clothing Store
1122,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Johnson's Mega,-33.593558361139095,-70.70595392647343,Clothing Store
1123,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Pizza Hut,-33.595437625155775,-70.70637791918882,Pizza Place
1124,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Farmacias Cruz Verde,-33.58998926029066,-70.70399029314927,Pharmacy
1125,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Pacific Fitness,-33.59532553929007,-70.70626972865993,Gym / Fitness Center
1126,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Entel Express,-33.5954540915565,-70.7062730826619,Convenience Store
1127,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Sushi Tamiko,-33.59216667640504,-70.7079344919252,Sushi Restaurant
1128,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Pet happy,-33.59016050755536,-70.70433683447608,Pet Store
1129,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,Tokaido Sushi,-33.59613658693783,-70.7035377415556,Japanese Restaurant
1130,Barrio San Bernardo,-33.59329605102539,-70.70499420166016,SAC París San Bernardo,-33.595916646642586,-70.70746226809206,Business Service
1131,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Via Pizza,-33.60013845413585,-70.70104923243582,Italian Restaurant
1132,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Plaza Guarello,-33.59998644152689,-70.7033286480502,Plaza
1133,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Restaurant Marisquería Marcoa,-33.59480488027854,-70.70129399123842,Seafood Restaurant
1134,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Parapelos Pub,-33.59625439474567,-70.70608794886218,Pub
1135,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Blue Restobar,-33.59638286913366,-70.70565845678492,Bar
1136,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Estación 21,-33.595944118677394,-70.69885116330788,Nightclub
1137,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Parrilladas Rincon Colonial,-33.59441425033885,-70.70220637112264,BBQ Joint
1138,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Tamiko Sushi,-33.59717708910214,-70.70013141919178,Asian Restaurant
1139,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Corbata,-33.59622388170144,-70.70617123708888,Sandwich Place
1140,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Rincon Colonial,-33.59440442998285,-70.70225317027051,Seafood Restaurant
1141,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,La Tribu Bar,-33.59599152226558,-70.69883353023235,Bar
1142,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Mercado San bernardo,-33.59484911332175,-70.70132483060931,Cajun / Creole Restaurant
1143,Barrio Esmeralda,-33.59860610961914,-70.70160675048828,Mercado San Bernardo,-33.594638045118856,-70.70133644696672,Flea Market
1144,Barrio Guarello,-33.604949951171875,-70.70210266113281,Farmacias Cruz Verde,-33.6080729207258,-70.70527437571221,Pharmacy
1145,Barrio Guarello,-33.604949951171875,-70.70210266113281,Botilleria Genaro,-33.60796796990176,-70.70155134952746,Liquor Store
1146,Barrio Guarello,-33.604949951171875,-70.70210266113281,Estación Maestranza (TMSA),-33.60797432791069,-70.70156296587935,Platform
1147,Barrio Guarello,-33.604949951171875,-70.70210266113281,Feria Liborio Carvallo,-33.60688845608714,-70.70591326961772,Farmers Market
1148,Barrio Guarello,-33.604949951171875,-70.70210266113281,Santa Isabel,-33.608132412318454,-70.70573329925536,Grocery Store
1149,Barrio Nos,-33.63995361328125,-70.70972442626953,Sushi Nos,-33.6374062358307,-70.70800598431306,Sushi Restaurant
1150,Barrio Nos,-33.63995361328125,-70.70972442626953,La Espuela,-33.640890847484876,-70.71323880411664,Restaurant
1151,Barrio Nos,-33.63995361328125,-70.70972442626953,El novillero,-33.640803339511756,-70.70978727144674,Steakhouse
1152,Barrio Nos,-33.63995361328125,-70.70972442626953,Medialuna La Espuela,-33.64100296972886,-70.71273776426601,Other Great Outdoors
1153,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Steward,-33.38143393679552,-70.64229369163513,Convenience Store
1154,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Super Bodega aCuenta,-33.37922661076747,-70.63924658278985,Grocery Store
1155,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Patio Recoleta SUBUS Chile,-33.37929782692992,-70.63847642266104,Bus Station
1156,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Patio Recoleta SuBus Chile,-33.37934186858369,-70.63843878713958,Bus Station
1157,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Gildemeister Maquinarias,-33.38072691267428,-70.64394877146748,Shop & Service
1158,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Complejo Deportivo Roma,-33.375698,-70.64732,Soccer Field
1159,Barrio Aguirre Luco,-33.37702941894531,-70.6422119140625,Lapiz López,-33.37988080684801,-70.64605921123876,Paper / Office Supplies Store
1160,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Parrilladas La Uruguaya,-33.456054711499526,-70.61792771919251,Steakhouse
1161,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,La Lucila,-33.45444961464909,-70.6182258285674,Tea Room
1162,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Wynn,-33.456084519151716,-70.61589369118086,Chinese Restaurant
1163,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Panaderia Los Almendros,-33.455843,-70.616039,Bakery
1164,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,La Sushiteka,-33.453125,-70.61736297607422,Japanese Restaurant
1165,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Il Mascarpone,-33.45656050686404,-70.6139720702606,Pizza Place
1166,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Hildegard,-33.45859955142931,-70.61633119231317,Tea Room
1167,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Los Viñedos,-33.45501708984375,-70.6124496459961,Breakfast Spot
1168,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Verduleria Candy,-33.45612540807782,-70.61754668228436,Farmers Market
1169,Barrio Elías de la Cruz,-33.45520782470703,-70.61697387695312,Café California,-33.45309195032517,-70.61394738703378,Café
